init.started,init.stopped,participant,date,expName,psychopyVersion,OS,frameRate,instruction.started,instruction.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.duration,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop1.ran,currSlide,currImage,currText,lifeHappy.started,lifeHappy.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.duration,instruction_2.started,instruction_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.duration,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,instructionLoop2.ran,prac_getAnswer.started,prac_getAnswer.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,instructchoice,choice,outcome,outcomeAmount,currentWinnings,choiceKey_2.keys,choiceKey_2.rt,choiceKey_2.duration,prac_showChoice.started,prac_showChoice.stopped,prac_showResult.started,prac_showResult.stopped,ITI.started,ITI.stopped,pracFails,pracChoiceFails,pracEXPFails,pracHappyFails,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,gambleOutcome,doRating,InstructionText,EXPValue,EXPtext,HappyValue,HappyText,ISI.started,ISI.stopped,prac_trialEXP.started,prac_trialEXP.stopped,EXPResp_2.keys,EXPResp_2.rt,EXPResp_2.duration,EXPTextbox_2.text,Endresp_2.keys,Endresp_2.rt,Endresp_2.duration,prac_trialHappy.started,prac_trialHappy.stopped,happySlider_2.response,happySlider_2.rt,happyResp_2.keys,happyResp_2.rt,happyResp_2.duration,pracRest.started,pracRest.stopped,restKeyResp_2.keys,restKeyResp_2.rt,restKeyResp_2.duration,blockHappy.started,blockHappy.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.duration,blank.started,blank.stopped,getAnswer.started,getAnswer.stopped,choiceKey.keys,choiceKey.rt,choiceKey.duration,showChoice.started,showChoice.stopped,showResult.started,showResult.stopped,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,trialEXP.started,trialEXP.stopped,EXPResp.keys,EXPResp.rt,EXPResp.duration,EXPTextbox.text,Endresp.keys,Endresp.rt,Endresp.duration,trialHappy.started,trialHappy.stopped,happySlider.response,happySlider.rt,happyResp.keys,happyResp.rt,happyResp.duration,blockRest.started,blockRest.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.duration,Debrief.started,Debrief.stopped,key_resp.keys,key_resp.rt,key_resp.duration,showWinnings.started,finalWinnings,cashBonus,showWinnings.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.duration,showHash.started,hashCode,showHash.stopped,goodbyeKeyResp.keys,goodbyeKeyResp.rt,goodbyeKeyResp.duration,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.86,0.36,0.36,5,4.517789491,-0.482210509,2.017789491,,certain,certain,2.017789491,4.747789491,,,,,,,,234.0364,234.2359,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6355,224.5996,0.86,3.407,space,3.3977,,224.5996,227.6015,227.6133,230.5331,left,2.9014,,230.5333,233.035,233.0351,234.0351,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.86,0.36,0.72,5,5.246335497,0.246335497,2.746335497,,gamble,win,5.246335497,9.994124988,,,,,,,,239.343,239.5429,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.2366,235.8385,right,1.5846,,235.8388,238.341,238.3411,239.342,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.86,0.36,1.08,5,-0.98410547,-5.8,-3.48410547,,gamble,win,-0.98410547,9.010019518,,,,,,,,262.5531,262.7563,0,0,0,0,,,,,,win,Yes,,,,,,245.3127,245.5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5432,241.806,right,2.2368,,241.806,244.3108,244.3109,245.3116,0,2,2,2,1,245.514,257.7504,"[""2"",""period"",""4"",""N/A"",""5""]","[8.088600000008967,8.40679999999702,8.887700000003008,10.128799999997,10.304299999997]","[0.10309999999401498,0.13210000000896116,0.16059999999401953,0.0877000000029966,0.10360000000895297]",2.5 ,space,11.684,,257.7506,262.553,0.79,4.2879,space,4.2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.79,0.29,1.37,-1.5,5.307006849,3.807006849,4.557006849,,gamble,lose,3.807006849,12.81702637,,,,,,,,267.9596,268.1583,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.757,264.4589,right,1.6654,,264.459,266.9593,266.9594,267.9586,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.79,0.29,1.66,5,3.05887397,-1.94112603,0.55887397,,gamble,win,3.05887397,15.87590034,,,,,,,,288.7026,288.9051,0,0,0,0,,,,,,win,Yes,,,,,,273.9642,274.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.1589,270.461,right,2.2817,,270.4612,272.963,272.963,273.9629,0,4,4,4,1,274.1629,282.4046,"[""3"",""period"",""0"",""0""]","[6.098799999997027,6.478699999988066,6.7790999999940595,6.983399999991036]","[0.10270000000298296,0.10410000000894115,0.1239999999999668,0.11929999999705387]",3.00 ,space,7.7002,,282.4047,288.7025,0.89,5.7662,space,5.7587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.89,0.39,2.05,5,-1.21967676,-6.3,-3.71967676,,certain,certain,-3.71967676,12.15622358,,,,,,,,295.2463,295.4457,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9058,291.7422,left,2.7994,,291.7425,294.2437,294.2437,295.2454,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.89,0.39,2.44,5,0.227985751,-4.6,-2.272014249,,gamble,win,0.227985751,12.38420933,,,,,,,,301.3138,301.5123,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4464,297.8099,right,2.3268,,297.8099,300.3153,300.3154,301.3128,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,0.89,0.39,2.83,-1.5,2.375052154,0.875052154,1.625052154,,gamble,lose,0.875052154,13.25926148,,,,,,,,331.8306,332.0351,0,0,0,0,,,,,,lose,Yes,,,,,,307.6186,307.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.5129,304.1174,right,2.5848,,304.1174,306.6163,306.6163,307.6175,0,7,7,7,1,307.82,327.1289,"[""2"",""period"",""5""]","[17.510299999997017,17.674299999997004,18.095100000008927]","[0.10849999999999227,0.10470000000299251,0.10029999999704842]",2.5 ,space,18.7548,,327.1291,331.8306,0.78,4.1813,space,4.1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.78,0.28,3.11,5,5.660054683,0.660054683,3.160054683,,gamble,win,5.660054683,18.91931617,,,,,,,,338.2395,338.4397,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0358,334.736,right,2.6681,,334.7362,337.2352,337.2353,338.2384,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.78,0.28,3.39,5,5.719108282,0.719108282,3.219108282,,gamble,win,5.719108282,24.63842445,,,,,,,,357.2136,357.4158,0,0,0,0,,,,,,win,Yes,,,,,,344.9428,345.1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4403,341.4406,,,,341.4407,343.9436,343.9437,344.9416,0,9,9,9,1,345.1424,353.3168,"[""4"",""period"",""0"",""0""]","[6.037900000005948,6.739299999997058,7.038999999999987,7.187099999994075]","[0.12629999999705888,0.12010000000890386,0.06900000000001683,0.12980000001192593]",4.00 ,space,7.6261,,353.3169,357.2135,0.75,3.3568,space,3.3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.75,0.25,3.64,5,-0.739095347,-5.81,-3.239095347,,gamble,win,-0.739095347,23.8993291,,,,,,,,363.0884,363.289,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.4161,359.5879,right,2.15,,359.588,362.0878,362.0878,363.0876,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.75,0.25,3.89,-1.5,5.764742254,4.264742254,5.014742254,,gamble,lose,4.264742254,28.16407135,,,,,,,,378.5948,378.799,0,0,0,0,,,,,,lose,Yes,,,,,,368.2228,368.4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2895,364.7193,right,1.4105,,364.7194,367.2249,367.225,368.2221,0,11,11,11,1,368.4264,375.1299,"[""5"",""period"",""0"",""0""]","[5.188200000002951,5.344399999991026,5.603399999991041,5.73979999999699]","[0.12350000000003547,0.1213000000119564,0.07330000001189774,0.09509999999403362]",5.00 ,space,6.139,,375.13,378.5948,0.75,2.9412,space,2.9332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.75,0.25,4.14,-1.5,5.657335586,4.157335586,4.907335586,,gamble,lose,4.157335586,32.32140694,,,,,,,,385.3039,385.5042,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.7996,381.8006,,,,381.8006,384.3014,384.3015,385.3028,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.75,0.25,4.39,5,1.88300519,-3.11699481,-0.61699481,,gamble,win,1.88300519,34.20441213,,,,,,,,390.7073,390.9051,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.5049,387.2003,right,1.667,,387.2004,389.7041,389.7041,390.7064,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.75,0.25,4.64,5,4.402243751,-0.597756249,1.902243751,,gamble,win,4.402243751,38.60665588,,,,,,,,405.9467,406.1495,0,0,0,0,,,,,,win,Yes,,,,,,396.3751,396.5735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.9058,392.8731,right,1.9335,,392.8733,395.3719,395.372,396.3739,0,14,14,14,1,396.5736,402.479,"[""4"",""period"",""0"",""0""]","[4.748799999997061,4.8397999999970125,5.057299999997042,5.2004000000059705]","[0.11920000000293385,0.09720000000299933,0.07460000000895661,0.10050000000001091]",4.00 ,space,5.388,,402.4791,405.9467,0.71,2.9416,space,2.9328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.71,0.21,4.85,-1.5,-0.864909291,-2.364909291,-1.614909291,,gamble,lose,-2.364909291,36.24174659,,,,,,,,412.6553,412.8549,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.1501,409.1524,,,,409.1525,411.6516,411.6517,412.6544,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.71,0.21,5.06,5,1.374090261,-3.52,-1.125909739,,gamble,win,1.374090261,37.61583685,,,,,,,,427.5593,427.7605,0,0,0,0,,,,,,win,Yes,,,,,,419.1235,419.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.8555,415.6195,right,2.7532,,415.6195,418.1207,418.1208,419.1229,0,16,16,16,1,419.3244,423.9933,"[""2""]",[3.2003999999910775],[0.11710000000891796],2 ,space,4.1104,,423.9935,427.5592,0.69,3.0139,space,3.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.69,0.19,5.25,5,5.325884202,0.325884202,2.825884202,,gamble,win,5.325884202,42.94172105,,,,,,,,433.5352,433.7307,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.7609,430.0305,right,2.2508,,430.0306,432.5333,432.5333,433.5343,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.69,0.19,5.44,5,4.337658636,-0.662341364,1.837658636,,gamble,win,4.337658636,47.27937969,,,,,,,,438.8377,439.0381,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.7318,435.3366,right,1.583,,435.3368,437.8373,437.8374,438.8369,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.69,0.19,5.63,-1.5,5.675939411,4.175939411,4.925939411,,gamble,lose,4.175939411,51.4553191,,,,,,,,451.4088,451.6127,0,0,0,0,,,,,,lose,Yes,,,,,,443.7746,443.9714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0387,440.2674,right,1.1981,,440.2675,442.7719,442.7719,443.7735,0,19,19,19,1,443.9715,446.5439,"[""4""]",[1.5387999999970248],[0.1065999999940459],4 ,space,2.0337,,446.544,451.4087,0.9,4.3134,space,4.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.9,0.4,6.03,5,3.245925593,-1.754074407,0.745925593,,gamble,win,3.245925593,54.70124469,,,,,,,,457.3805,457.5822,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.6133,453.881,right,2.2411,,453.881,456.3814,456.3815,457.3794,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.9,0.4,6.43,5,-1.714306571,-6.72,-4.214306571,,gamble,win,-1.714306571,52.98693812,,,,,,,,486.031,486.233,0,0,0,0,,,,,,win,Yes,,,,,,463.2209,463.4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5828,459.7157,right,2.1123,,459.7158,462.2166,462.2167,463.2197,0,21,21,21,1,463.4178,481.8655,"[""1"",""N/A"",""3""]","[14.194299999996986,15.082399999991026,16.840899999991052]","[0.12270000000302161,0.07940000000598957,0.12060000000894888]",3 ,space,17.9279,,481.8657,486.0309,0.77,3.6288,space,3.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.77,0.27,6.7,5,4.793034447,-0.206965553,2.293034447,,gamble,win,4.793034447,57.77997257,,,,,,,,492.5377,492.7394,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.2338,489.0378,right,2.7757,,489.0382,491.5367,491.5368,492.5367,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,TRUE,0.77,0.27,6.97,-1.5,5.471945982,3.971945982,4.721945982,,gamble,lose,3.971945982,61.75191855,,,,,,,,510.0805,510.2806,0,0,0,0,,,,,,lose,Yes,,,,,,497.5761,497.7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.7399,494.072,right,1.3219,,494.0721,496.5741,496.5741,497.5749,0,23,23,23,1,497.7742,505.7783,"[""4""]",[6.868099999994115],[0.10079999999697975],4 ,space,7.4701,,505.7785,510.0804,0.79,3.7872,space,3.7786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.79,0.29,7.26,5,3.429881239,-1.570118761,0.929881239,,gamble,win,3.429881239,65.18179979,,,,,,,,516.7886,516.9838,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.2809,513.2826,,,,513.2827,515.7845,515.7845,516.7877,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.79,0.29,7.55,5,4.061921045,-0.938078955,1.561921045,,gamble,win,4.061921045,69.24372083,,,,,,,,522.6266,522.8222,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.9842,519.1238,right,2.119,,519.124,521.6243,521.6243,522.6257,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.79,0.29,7.84,5,3.945059745,-1.054940255,1.445059745,,gamble,win,3.945059745,73.18878058,,,,,,,,539.2986,539.5013,0,0,0,0,,,,,,win,Yes,,,,,,528.0605,528.2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.8227,524.5587,right,1.7137,,524.5589,527.0596,527.0597,528.06,0,26,26,26,1,528.2583,534.4634,"[""4""]",[4.892700000002947],[0.14350000000001728],4 ,space,5.6812,,534.4635,539.2985,0.8,4.2892,space,4.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.81,0.31,0.31,-5,1.137816156,-3.9,-1.362183844,,gamble,lose,-3.9,69.28878058,,,,,,,,558.0795,558.2796,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.2351,548.5705,0.81,4.8253,space,4.8183,,548.5706,551.5748,551.5889,554.5797,,,,554.5799,557.0813,557.0813,558.0785,0,0,0,0,1,,,,,,,,,,,,,,,,,539.5014,543.2349,space,3.6981,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.81,0.31,0.62,-5,3.243823121,-1.756176879,0.743823121,,gamble,lose,-1.756176879,67.5326037,,,,,,,,572.8199,573.0252,0,0,0,0,,,,,,lose,Yes,,,,,,564.7195,564.9146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.2802,561.2145,right,2.9018,,561.2147,563.7152,563.7153,564.7182,0,1,1,1,1,564.9147,569.824,"[""minus"",""1""]","[2.9487000000029866,3.0719000000059395]","[0.09570000000292112,0.06829999999706615]",-1 ,space,4.3726,,569.8241,572.8198,0.59,2.4498,space,2.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,TRUE,0.59,0.09,0.71,-5,-0.630506498,-5.62,-3.130506498,,certain,certain,-3.130506498,64.4020972,,,,,,,,579.0949,579.2942,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0256,575.5889,left,2.5395,,575.5889,578.095,578.095,579.0941,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.59,0.09,0.8,-5,3.648368704,-1.351631296,1.148368704,,certain,certain,1.148368704,65.55046591,,,,,,,,594.8353,595.0382,0,0,0,0,,,,,,lose,Yes,,,,,,584.4652,584.6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2948,580.9636,left,1.6535,,580.9637,583.4647,583.4648,584.4641,0,3,3,3,1,584.6645,589.9372,"[""1""]",[3.9520999999940614],[0.0953000000118891],1 ,space,4.752,,589.9373,594.8352,0.59,4.3534,space,4.3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.59,0.09,0.89,-5,-1.745337229,-6.72,-4.245337229,,certain,certain,-4.245337229,61.30512868,,,,,,,,600.8414,601.0406,0,0,0,0,,,,,,lose,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0389,597.3392,left,2.2711,,597.3394,599.8423,599.8423,600.8407,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,0.59,0.09,0.98,1.5,0.21538388,-1.28461612,-0.53461612,,certain,certain,-0.53461612,60.77051256,,,,,,,,606.8145,607.0128,0,0,0,0,,,,,,win,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0413,603.3105,left,2.2434,,603.3106,605.8135,605.8136,606.8136,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9999,2024-01-23_09h54.03.351,Mmi_OpenLoopFixed,2023.2.2,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,FALSE,0.59,0.09,1.07,-5,-1.630628875,-6.65,-4.130628875,,certain,certain,-4.130628875,56.63988368,,,,,,,,629.2949,629.4952,0,0,0,0,,,,,,lose,Yes,,,,,,612.582,612.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0131,609.0794,left,2.0444,,609.0795,611.5814,611.5815,612.5809,0,6,6,6,1,612.7819,618.7189,"[""minus"",""2""]","[4.281299999997032,4.487799999996923]","[0.09940000000585769,0.09990000000595955]",-2 ,space,5.4246,,618.7189,629.2948,0.46,10.0432,space,10.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
